Task,RM_Analytic,RM_Observed,RM_Gap,RM_Missed,DM_Analytic,DM_Observed,DM_Gap,DM_Missed,EDF_Analytic,EDF_Observed,EDF_Gap,EDF_Missed
T0,1,1,0,0,1,1,0,0,45,1,44,0
T1,104,19,85,0,104,19,85,0,129,19,110,0
T2,12,8,4,0,12,8,4,0,54,8,46,0
T3,19,10,9,0,19,10,9,0,70,10,60,0
T4,120,38,82,0,120,38,82,0,102,37,65,0
T5,17,9,8,0,17,9,8,0,63,9,54,0
T6,148,57,91,0,148,57,91,0,148,59,89,0
T7,14,9,5,0,14,9,5,0,49,9,40,0
T8,40,13,27,0,40,13,27,0,72,12,60,0
T9,120,49,71,0,120,49,71,0,118,49,69,0
