Task,RM_Analytic,RM_Observed,RM_Gap,RM_Missed,DM_Analytic,DM_Observed,DM_Gap,DM_Missed,EDF_Analytic,EDF_Observed,EDF_Gap,EDF_Missed
T0,33,35,-2,8190,5,5,0,0,13,13,0,0
T1,26,26,0,0,35,35,0,4860,33,33,0,0
T2,4,4,0,0,13,13,0,0,15,15,0,0
T3,28,30,-2,5850,7,7,0,0,13,13,0,0
T4,2,2,0,0,9,9,0,0,19,19,0,0
T5,26,28,-2,4050,11,11,0,0,18,18,0,0
