StreamID,PCP,SimMax_CBS,SimMax_SP,AnaWCRT_CBS,AnaWCRT_SP
0,2,1161134.057,333494.05700000003,2040.0,1320.0
1,2,1161334.057,333674.05700000003,2040.0,1320.0
2,2,1161314.057,333734.05700000003,2040.0,1320.0
3,1,814.0570000000298,0.0,1560.0,inf
4,1,814.0570000000298,0.0,1560.0,inf
5,0,1014.0570000000298,0.0,nan,inf
6,0,1014.0570000000298,0.0,nan,inf
