StreamID,PCP,SimMax_CBS,SimMax_SP,AnaWCRT_CBS,AnaWCRT_SP
0,2,11200214.057,1600214.057,1360.0,880.0
1,2,11200454.057,1600334.057,1360.0,880.0
2,2,11200274.057,1600454.057,1360.0,880.0
3,1,614.0570000000298,9600334.057,1040.0,inf
4,1,814.0570000000298,9600414.057,1040.0,inf
5,0,774.0570000000298,10880334.057,nan,inf
6,0,974.0570000000298,10880414.057,nan,inf
