StreamID,PCP,SimMax_CBS,SimMax_SP,AnaWCRT_CBS,AnaWCRT_SP
0,2,5600354.057,800234.057,1360.0,880.0
1,2,5600594.057,800354.057,1360.0,880.0
2,2,5600414.057,800474.057,1360.0,880.0
3,1,614.0570000000298,4800454.057,1040.0,inf
4,1,814.0570000000298,4800534.057,1040.0,inf
5,0,774.0570000000298,5440454.057,nan,inf
6,0,974.0570000000298,5440534.057,nan,inf
